search_role,title,company,location,description,salary_min,salary_max,created,category
data scientist,Data Scientist,Hashone careers,"Bangalore, Karnataka","Job Title: Data Scientist Location: Bangalore (Hybrid/On-site depending on project needs) About the Role We are seeking a highly skilled Data Scientist to join our team in Bangalore. In this role, you will take ownership of data science components across client projects, build production-ready ML and GenAI-powered applications, and mentor junior team members. You will collaborate with engineering teams to design and deploy impactful solutions that leverage cutting-edge machine learning and larg…",600000.0,2400000.0,2025-09-18T06:56:06Z,IT Jobs
data scientist,Data Scientist,Are you in?,"Bangalore, Karnataka","About the role At Alaan, we’re building the modern financial stack for businesses across MENA—empowering companies to manage cards, payments, and expenses with intelligence and automation. A key part of this vision is our ML-powered product features , which drive smarter decisions, faster processes, and better customer experiences. We’re looking for a strategic, senior-level Data Scientist to own the entire lifecycle of our machine learning features - from concept to production - and to act as …",,,2025-08-10T17:25:58Z,IT Jobs
data scientist,Data Scientist,VyTCDC,"Bangalore, Karnataka","Job Description: Role: Data Scientist Responsibilities: Lead data science and machine learning projects, contributing to model development, optimization and evaluation. Perform data cleaning, feature engineering, and exploratory data analysis. Translate business requirements into technical solutions, document and communicate project progress, manage non-technical stakeholders. Collaborate with other DS and engineers to deliver projects. Technical Skills – Must have: Experience in and understand…",500000.0,2800000.0,2025-10-15T06:42:59Z,IT Jobs
data scientist,Data Scientist,Ittiam Systems,"Bangalore, Karnataka","Ittiam is a trusted solutions provider to world leaders in video, enabling next-generation experiences through its suite of intelligent video technologies and solutions. Backed by our proven video expertise and insights, our products deliver real intelligence to solve our customers’ most complex technology challenges. Our success in achieving the best performance, efficiency, agility and reliability makes us your ideal technology partner. Data Scientist responsibilities include: Interpreting da…",,,2024-07-31T03:12:05Z,IT Jobs
data scientist,Data Science,Amagi Media Labs,"Chennai, Tamil Nadu","Job Title: Data Science Manager Job Location: India Job Summary We at CondeNast are looking for a data science manager for the content intelligence workstream primarily, although there might be some overlap with other workstreams. The position is based out of Chennai and shall report to the head of the data science team, Chennai Responsibilities: 1. Ideate new opportunities within the content intelligence workstream where data Science can be applied to increase user engagement 2. Partner with b…",,,2022-01-21T04:29:35Z,IT Jobs
data scientist,Data Scientist,NextGen Invent Corporation,India,"Experience: 1- 5 Years Job Location: WFH No. of Position: Multiple Qualifications: Ph.D. Must have Work Timings: 1:30 PM IST to 10:30 PM IST Functional Area: Data Science﻿ ﻿ NextGen Invent is currently searching for Data Scientist. This role will directly report to the VP, Data Science in Data Science Practice. The person will work on data science use-cases for the enterprise and must have deep expertise in supervised and unsupervised machine learning, modeling and algorithms with a strong focu…",300000.0,2000000.0,2023-11-28T15:08:26Z,IT Jobs
data scientist,Data Scientist,Rohini IT Consulting LLP,India,"Role: Data Scientist Location: Bangalore (Remote) Experience: 4 - 15 years Skills Required - Radiology, visual images, text, classical model, LLM multi model, Primarily Generative AI, Prompt Engineering, Large Language Models, Speech & Text Domain AI, Python coding, AI Skills, Real world evidence, Healthcare domain JOB DESCRIPTION We are seeking an experienced Data Scientist with a proven track record in Machine Learning, Deep Learning, and a demonstrated focus on Large Language Models (LLMs) t…",1200000.0,4000000.0,2025-06-12T05:02:53Z,IT Jobs
data scientist,Data Scientist,Billeasy,"Mumbai, Maharashtra","Job Details:- Designation - Data Scientist Urgently required. (NP of maximum 15 days) Location:- Mumbai Experience:- 5-7 years. Package Offered:- Rs.5,00,000/- to Rs.9,00,000/- pa. Data Scientist Job Description:- Responsibilities: Identify valuable data sources and automate collection processes Undertake preprocessing of structured and unstructured data Analyze large amounts of information to discover trends and patterns Build predictive models and machine-learning algorithms Combine models th…",500000.0,900000.0,2022-06-26T06:20:48Z,IT Jobs
data scientist,Data Scientist,KBC Technologies,"Pune, Maharashtra","Hiring for Data Scientist Engineer/ ML Engineer/ AI/ML Engineer. Job Type - C2H Client - Indian MNC Notice - max 15 days Salary Range - Good upto 20LPA-22LPA Skills : Experience : 4-5 years relevant in Data Science Python , Other libraries, Keras, Tensorflow, matplotlib Generative A I, Excellent Python coding skills for Data science workloads. Experience in Machine Learning for at least 4 years Experience in Generative AI for 2 years Experience with Apache Airflow preferred Experience with GPT …",1500000.0,2200000.0,2025-11-11T22:31:26Z,IT Jobs
data scientist,Data Scientist,Ather Energy,"Bangalore, Karnataka","YOU'LL BE OUR : Data Scientist YOU'LL BE BASED AT: IBC Knowledge Park, Bangalore YOU'LL BE ALIGNED WITH :Engineering Manager YOU'LL BE A MEMBER OF : Data Intelligence WHAT YOU'LL DO AT ATHER: Work with the vehicle intelligence platform to evolve the algorithms and the platform enhancing ride experience. Provide data driven solutions from simple to fairly complex insights on the data collected from the vehicle Identify measures and metrics that could be used insightfully to make decisions across…",1000000.0,2500000.0,2021-12-30T04:23:00Z,IT Jobs
data scientist,Data Scientist,Marktine,"Bangalore, Karnataka","Responsibilities: Design and develop strong analytics system and predictive models Managing a team of data scientists, machine learning engineers, and big data specialists Identify valuable data sources and automate data collection processes Undertake pre-processing of structured and unstructured data Analyze large amounts of information to discover trends and patterns Build predictive models and machine-learning algorithms Combine models through ensemble modeling Present information using data…",500000.0,2400000.0,2021-05-26T12:52:28Z,IT Jobs
data scientist,Data Scientist,Amgen,"Hyderabad, Telangana","Career Category Medical Services Job Description ABOUT AMGEN Amgen harnesses the best of biology and technology to fight the world’s toughest diseases, and make people’s lives easier, fuller, and longer. We discover, develop, manufacture, and deliver innovative medicines to help millions of patients. Amgen helped establish the biotechnology industry more than 40 years ago and remains on the forefront of innovation, using technology and human genetic data to push beyond what is known today. ABOU…",,,2025-10-27T15:04:10Z,IT Jobs
